Make,Model,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Maruti Suzuki,Alto VXi [2014-2019],2015,64000,Petrol,Manual,Mohali,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35,370000
Hyundai,i10 Era 1.1 iRDE2 [2010-2017],2012,48568,Petrol,Manual,Mumbai,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD,3585,1595,1550,5,35,250000
Jaguar,XJ 3.0 V6 Portfolio,2014,66500,Diesel,Automatic,Delhi,White,First,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252,1899,1457,5,83,3150000
Mahindra,XUV500 W9 [2018-2020],2018,58590,Diesel,Manual,Kolkata,Grey,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70,1115000
Hyundai,i10 Era,2009,59000,Petrol,Manual,Kanpur,Silver,Second,Individual,1086 cc,67@5500,99@2800,FWD,3565,1595,1550,5,35,130000
Maruti Suzuki,Swift VXi,2013,47000,Petrol,Manual,Kolkata,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,299000
Hyundai,i20 Magna 1.2,2014,40000,Petrol,Manual,Kolkata,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45,300000
Skoda,Superb Sportline AT,2021,13092,Petrol,Automatic,Mumbai,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4869,1864,1469,5,66,3325000
Audi,A4 35 TDI Premium,2016,57057,Diesel,Automatic,Ludhiana,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63,1950000
Maruti Suzuki,Swift DZire VDI,2015,90000,Diesel,Manual,Ludhiana,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,500000
Hyundai,i20 Active 1.2 SX,2015,45000,Petrol,Manual,Thane,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,45,595000
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],2018,44000,Petrol,Automatic,Delhi,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3715,1635,1565,5,35,484999
Mahindra,Thar LX 4-STR Convertible Diesel MT,2021,17000,Diesel,Manual,Karnal,Silver,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985,1820,1855,4,57,1700000
Maruti Suzuki,Wagon R VXi 1.2,2019,50860,Petrol,Manual,Bangalore,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3655,1620,1675,5,32,579000
Ford,Endeavour Titanium 2.0 4x2 AT,2020,20000,Diesel,Automatic,Karnal,Black,First,Individual,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD,4903,1869,1837,7,80,3800000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2018,51000,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,3290000
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],2018,24000,Diesel,Automatic,Hyderabad,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66,4250000
Maruti Suzuki,Baleno Delta 1.2,2017,34908,Petrol,Manual,Mumbai,Grey,First,Corporate,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,535000
Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],2017,67000,Diesel,Automatic,Mumbai,White,First,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50,775000
Maruti Suzuki,Celerio VXi AMT,2014,19000,Petrol,Automatic,Mumbai,Silver,Second,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,345000
Skoda,Octavia RS,2019,30600,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984 cc,227 bhp @ 5500 rpm,350 Nm @ 1250 rpm,FWD,4689,1814,1496,5,50,3400000
BMW,5-Series 520d Luxury Line [2017-2019],2018,49500,Diesel,Automatic,Hyderabad,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65,4500000
Honda,Jazz V Petrol,2016,18800,Petrol,Manual,Mumbai,Grey,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40,525000
Hyundai,Elite i20 Asta 1.2 [2016-2017],2016,100000,Petrol,Manual,Hyderabad,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,650000
Hyundai,Creta 1.6 SX Plus AT Petrol,2017,50050,Petrol,Automatic,Delhi,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60,1074000
Hyundai,Creta 1.6 SX,2021,14000,Diesel,Manual,Chennai,Black,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,1750000
Nissan,Terrano XL D Plus,2014,55000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50,590000
Ford,Mustang GT Fastback 5.0L v8,2018,23000,Petrol,Automatic,Chennai,Yellow,First,Individual,4951 cc,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,RWD,4784,2080,1391,4,60.9,7990000
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],2020,35000,Diesel,Manual,Dehradun,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50,1725000
Maruti Suzuki,Celerio ZXi AMT [2019-2020],2019,20734,Petrol,Automatic,Udupi,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35,630000
Mercedes-Benz,CLS 300d [2018-2019],2020,15200,Diesel,Automatic,Delhi,White,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4988,1890,1435,5,66,6975000
Toyota,Fortuner 3.0 4x2 MT,2013,83000,Diesel,Manual,Jalandhar,White,First,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80,1375000
Honda,Amaze 1.5 S i-DTEC,2014,75000,Diesel,Manual,Amritsar,Brown,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990,1680,1505,5,35,425000
Toyota,Innova 2.8 GX AT 8 STR [2016-2020],2019,42794,Diesel,Automatic,Bangalore,White,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,8,55,2196000
Mercedes-Benz,V-Class Elite LWB,2020,40000,Diesel,Automatic,Delhi,Silver,First,Corporate,1950 cc,161 bhp @ 4200 rpm,380 Nm @ 1200 rpm,RWD,5140,1928,1901,6,57,6300000
Maruti Suzuki,Alto LXi BS-III,2008,41000,Petrol,Manual,Mysore,Blue,First,Individual,796 cc,47@6200,62@3000,,3495,1475,1460,5,35,200000
Honda,City 1.5 S MT,2009,72256,Petrol,Manual,Navi Mumbai,Black,First,Individual,1497 cc,118@6600,146@4600,FWD,4420,1695,1480,5,42,250000
Audi,A3 35 TDI Premium Plus + Sunroof,2018,17300,Diesel,Automatic,Bangalore,Red,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50,2950000
Mahindra,Scorpio S6 Plus Intelli-Hybrid,2017,68000,Diesel,Manual,Delhi,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60,985000
Hyundai,Venue S 1.0 AT Petrol [2019-2020],2019,43600,Petrol,Automatic,Allahabad,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45,750000
Maruti Suzuki,Wagon R VXi (O),2018,43000,Petrol,Manual,Allahabad,White,First,Individual,998 cc,67.7 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3636,1475,1670,5,35,450000
Maruti Suzuki,Vitara Brezza VXi,2021,17283,Petrol,Manual,Mumbai,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,3995,1790,1640,5,48,849000
Maruti Suzuki,Swift DZire VXI,2014,59000,Petrol,Manual,Guwahati,Blue,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,430000
Maruti Suzuki,Ertiga VDI SHVS,2017,88000,Diesel,Manual,Mohali,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45,740000
Mercedes-Benz,CLA 200 Petrol Sport,2015,19000,Petrol,Automatic,Pune,White,First,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,4630,1777,1432,5,,1975000
BMW,X7 xDrive40i M Sport,2021,9500,Petrol,Automatic,Chandigarh,White,First,Individual,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,5151,2000,1805,6,83,12500000
Hyundai,Creta SX 1.6 AT Petrol,2018,36000,Petrol,Automatic,Mumbai,Grey,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55,1260000
Renault,Kwid RXT [2015-2019],2017,32000,Petrol,Manual,Kolkata,White,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28,250000
Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,2018,53300,Petrol,Automatic,Thane,Grey,First,Individual,1591 cc,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4440,1729,1475,5,45,975000
Audi,A4 Premium Plus 40 TFSI,2022,1,Petrol,Automatic,Delhi,Black,UnRegistered Car,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762,1847,1433,5,54,4151000
BMW,X1 sDrive20d,2020,32005,Diesel,Automatic,Bangalore,Blue,Second,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4454,1798,1545,5,61,3250000
Ford,Endeavour Titanium 3.2 4x4 AT,2018,35000,Diesel,Automatic,Ludhiana,White,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80,3450000
BMW,X3 xDrive30i M Sport,2022,18223,Petrol,Automatic,Ahmedabad,Blue,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,AWD,4708,1891,1676,5,60,6680000
Mahindra,TUV300 T8,2016,92000,Diesel,Manual,Kanpur,White,Second,Individual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995,1835,1839,7,60,600000
Hyundai,Elantra 2.0 SX (O) AT,2019,22000,Petrol,Automatic,Mumbai,Silver,Second,Individual,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4570,1800,1465,5,50,1465000
Hyundai,Verna Fluidic 1.6 VTVT SX,2014,62000,Petrol,Manual,Delhi,Silver,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,475000
Renault,Kiger RXZ AMT,2022,4000,Petrol,Automatic,Hyderabad,White,Second,Individual,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD,3991,1750,1605,5,40,1000000
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2016,72000,Diesel,Automatic,Ludhiana,White,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55,1850000
Maruti Suzuki,Ciaz ZXI+,2015,60798,Petrol,Manual,Mumbai,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43,570000
Hyundai,Verna 1.6 VTVT SX AT,2016,20000,Petrol,Automatic,Pune,White,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43,770000
Honda,City V CVT Petrol [2017-2019],2019,18000,Petrol,Automatic,Delhi,Brown,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,1040000
Mahindra,Scorpio SLE BS-IV,2014,78000,Diesel,Manual,Ludhiana,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60,675000
Maruti Suzuki,Swift DZire VXI,2014,52000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,450000
Maruti Suzuki,Swift ZXi,2022,10000,Petrol,Manual,Jalandhar,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37,800000
Tata,Safari 2.2 VX 4x2 Varicor400,2021,32000,Diesel,Manual,Patna,Green,First,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4655,1965,1922,7,63,2200000
Mahindra,XUV500 W10,2015,138000,Diesel,Manual,Bangalore,Silver,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70,1075000
Maruti Suzuki,DZire LDi,2018,84500,Diesel,Manual,Ambala Cantt,White,Third,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37,560000
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],2016,47000,Petrol,Manual,Dehradun,Grey,Second,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,450000
Volvo,S90 Momentum D4 [2018-2020],2018,20000,Diesel,Automatic,Delhi,White,First,Individual,1969 cc,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,4963,1879,1443,5,55,4175000
MINI,Cooper JCW Hatchback,2022,0,Petrol,Automatic,Ahmedabad,Yellow,UnRegistered Car,Individual,1998 cc,228 bhp @ 5200 rpm,320 Nm @ 1450 rpm,FWD,3850,1727,1414,4,44,5200000
Hyundai,Verna EX 1.6 CRDi [2017-2018],2018,73000,Diesel,Manual,Pune,Red,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45,810000
Mercedes-Benz,S-Class S 500,2011,72000,Petrol,Automatic,Mumbai,Silver,First,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5246,1899,1494,4,80,1875000
Honda,Jazz S AT [2015-2016],2015,42000,Petrol,Automatic,Delhi,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40,520000
Mercedes-Benz,GLE 300d 4MATIC LWB,2021,9000,Diesel,Automatic,Delhi,Black,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93,8900000
Porsche,Panamera 3.0 Diesel,2015,33000,Diesel,Automatic,Delhi,White,First,Individual,,,,,,,,,,5590000
Maruti Suzuki,Swift VDi,2015,36528,Diesel,Manual,Varanasi,Blue,Third,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42,425000
Maruti Suzuki,Swift VXi,2012,30000,Petrol,Manual,Patna,Blue,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,325000
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],2021,17000,Petrol,Automatic,Delhi,White,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655,1835,1760,5,60,1889999
Volvo,XC60 Inscription,2016,79000,Diesel,Automatic,Ahmedabad,White,First,Individual,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,4644,1891,1713,5,70,1950000
BMW,X3 xDrive-20d xLine,2019,15087,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67,5300000
Mahindra,Scorpio S2,2018,41000,Diesel,Manual,Patna,Blue,First,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456,1820,1930,8,60,950000
Volvo,XC90 D5 Inscription,2021,32500,Diesel,Automatic,Ahmedabad,White,First,Individual,1969 cc,232 bhp @ 4250 rpm,480 Nm @ 1750 rpm,AWD,4953,2008,1776,7,71,8500000
Audi,A6 35 TDI Matrix,2015,61000,Diesel,Automatic,Delhi,White,Second,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,1975000
Mercedes-Benz,GLE 250 d,2017,85000,Diesel,Automatic,Ludhiana,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,4200000
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],2019,55000,Diesel,Automatic,Pune,Black,Second,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66,3500000
Renault,Kwid CLIMBER 1.0 [2017-2019],2017,45000,Petrol,Manual,Bhubaneswar,Grey,UnRegistered Car,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28,375000
Mercedes-Benz,GLA 200 d Sport,2016,58000,Diesel,Automatic,Lucknow,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424,1804,1494,5,50,1825000
Mahindra,Thar LX 4-STR Hard Top Petrol AT,2021,4400,Petrol,Automatic,Mumbai,Black,First,Individual,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,3985,1820,1844,4,57,1710000
Maruti Suzuki,Celerio VXi AMT,2014,35000,Petrol,Automatic,Delhi,Red,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,375000
Maruti Suzuki,Alto 800 Vxi,2016,22346,Petrol,Manual,Patna,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,285000
Mahindra,Thar AX 6-STR Soft Top Petrol MT,2021,23280,Petrol,Manual,Aurangabad,Red,Second,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985,1820,1920,6,57,1850000
Maruti Suzuki,Ertiga ZDi,2013,72000,Diesel,Manual,Mumbai,Blue,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45,621000
Mitsubishi,Pajero 2.5 AT,2016,82000,Diesel,Automatic,Mumbai,Grey,First,Individual,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD,4695,1815,1840,7,70,1475000
Toyota,Fortuner 3.0 4x2 AT,2015,86000,Diesel,Automatic,Ludhiana,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80,1800000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2018,38000,Petrol,Manual,Kolkata,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,399000
Hyundai,Creta 1.6 SX Plus Special Edition,2015,138314,Diesel,Manual,Hyderabad,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,890000
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,2021,9900,Petrol,Automatic,Mumbai,Blue,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,1325000
Mercedes-Benz,C-Class 220 CDI AT,2022,12500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,2148 cc,170@3700,410@2000,RWD,4596,1770,1447,5,66,5300000
Mercedes-Benz,E-Class E 220d Expression [2019-2019],2018,51529,Diesel,Automatic,Bangalore,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,4775000
Mahindra,Quanto C4,2013,60000,Diesel,Manual,Kolkata,Red,First,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3985,1850,1880,7,55,249000
Maruti Suzuki,Celerio VXi (O) [2019-2020],2019,48000,Petrol,Manual,Hyderabad,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35,509999
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],2018,90000,Diesel,Manual,Guwahati,Black,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395,1818,1640,5,60,1450000
Maruti Suzuki,S-Cross Delta 1.6,2017,63000,Diesel,Manual,Delhi,Grey,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48,640000
Maruti Suzuki,Celerio LDi [2015-2017],2017,65822,Diesel,Manual,Lucknow,Silver,First,Individual,793 cc,46 bhp @ 3500 rpm,125 Nm @ 2000 rpm,FWD,3600,1600,1560,5,35,299000
Maruti Suzuki,Wagon R Duo LXi LPG,2009,102000,LPG,Manual,Nashik,White,First,Individual,1061 cc,58@6000,77@4500,FWD,3520,1475,1660,5,35,195000
Mercedes-Benz,S-Class 350 CDI L,2011,72100,Diesel,Automatic,Mumbai,Red,Second,Individual,2987 cc,235 bhp @ 4000 rpm,490 Nm @ 1800 rpm,RWD,5226,2120,1479,5,90,1495000
Porsche,Cayenne Base,2021,7534,Petrol,Automatic,Mumbai,Blue,UnRegistered Car,Individual,2995 cc,335 bhp @ 5300 rpm,450 Nm @ 1340 rpm,AWD,4918,1983,1696,5,75,14900000
Toyota,Etios Liva G,2013,34000,Petrol,Manual,Pune,Black,First,Individual,1197 cc,80 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,3775,1695,1510,5,45,350000
Toyota,Innova 2.4 VX 7 STR [2016-2020],2017,75000,Diesel,Manual,Varanasi,White,Second,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55,1421000
Honda,Jazz V AT Petrol,2017,99000,Petrol,Automatic,Noida,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40,595000
Maruti Suzuki,Swift DZire VDI,2013,42000,Diesel,Manual,Patna,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,351000
Maruti Suzuki,SX4 VXi,2012,118000,Petrol,Manual,Pune,White,First,Individual,1586 cc,102@5500,145@4200,,4490,1735,1560,5,50,325000
Mahindra,XUV500 W8 AWD,2017,78000,Diesel,Manual,Mumbai,Silver,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,AWD,4585,1890,1785,7,70,975000
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],2019,44000,Petrol,Manual,Delhi,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43,825000
Tata,Hexa XT 4x2 6 STR,2017,88757,Diesel,Manual,Indore,Blue,Second,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788,1903,1791,6,60,1050000
Audi,Q3 30 TDI Premium FWD,2017,85000,Diesel,Automatic,Chennai,Blue,Second,Individual,1968 cc,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,FWD,4385,1831,1608,5,64,1970000
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],2020,12136,Diesel,Automatic,Hyderabad,Blue,First,Corporate,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4526,1800,1420,5,50,4100000
Maruti Suzuki,Alto VXI,2019,2200,Petrol,Manual,Mumbai,White,First,Individual,,,,,,,,,,385000
Audi,A4 35 TDI Premium Sunroof,2015,49000,Diesel,Automatic,Mohali,Silver,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63,1525000
Mercedes-Benz,A-Class Sedan 200,2021,6000,Petrol,Automatic,Delhi,White,First,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549,1796,1446,5,43,4150000
Maruti Suzuki,Vitara Brezza ZDi Plus,2017,64000,Diesel,Manual,Kolkata,Gold,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,725000
Toyota,Corolla Altis 1.8 G,2011,109000,Petrol,Manual,Mumbai,White,Second,Individual,1794 cc,132@6000,170@4200,FWD,4540,1760,1480,5,55,340000
Maruti Suzuki,Baleno Delta 1.2,2018,32000,Petrol,Manual,Delhi,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,650000
Maruti Suzuki,Swift Lxi (O) [2014-2017],2019,13000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,570000
Toyota,Innova 2.5 E,2008,90000,Diesel,Manual,Varanasi,White,Fourth,Individual,2494 cc,102@5600,200@3400,,4555,1770,1755,8,55,160000
Mahindra,Scorpio S5 2WD 7 STR,2020,35000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60,1220000
Mahindra,XUV500 W4 1.99,2017,112000,Diesel,Manual,Muzaffurpur,Silver,First,Individual,1997 cc,138 bhp @ 3750 rpm,320 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70,800000
Maruti Suzuki,Baleno Zeta 1.2 AT,2017,40000,Petrol,Automatic,Pune,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,660000
Honda,WR-V VX MT Petrol,2017,53580,Petrol,Manual,Kolkata,Gold,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999,1734,1601,5,40,575000
